repo_url,hash,committer,committer_date,merge,filename,programming_language,signature,code,label,before_change,added_only,mod_lines
https://github.com/solana-labs/rbpf.git,e61e045f8c244de978401d186dcfd50838817297,GitHub,2022-04-29 15:08:56+02:00,False,jit.rs,Rust,"round_to_page_size value : usize , page_size : usize","fn round_to_page_size(value: usize, page_size: usize) -> usize {
    (value + page_size - 1) / page_size * page_size
}",0,True,False,
https://github.com/solana-labs/rbpf.git,e61e045f8c244de978401d186dcfd50838817297,GitHub,2022-04-29 15:08:56+02:00,False,jit.rs,Rust,"new pc : usize , code_size : usize","    fn new<E: UserDefinedError>(pc: usize, code_size: usize) -> Result<Self, EbpfError<E>> {
        #[cfg(target_os = ""windows"")]
        {
            Ok(Self {
                page_size: 0,
                pc_section: &mut [],
                text_section: &mut [],
            })
        }
        #[cfg(not(target_os = ""windows""))]
        unsafe {
            let page_size = libc::sysconf(libc::_SC_PAGESIZE) as usize;
            let pc_loc_table_size = round_to_page_size(pc * 8, page_size);
            let over_allocated_code_size = round_to_page_size(code_size, page_size);
            let mut raw: *mut libc::c_void = std::ptr::null_mut();
            libc_error_guard!(mmap, &mut raw, pc_loc_table_size + over_allocated_code_size, libc::PROT_READ | libc::PROT_WRITE, libc::MAP_ANONYMOUS | libc::MAP_PRIVATE, 0, 0);
            Ok(Self {
                page_size,
                pc_section: std::slice::from_raw_parts_mut(raw as *mut u64, pc),
                text_section: std::slice::from_raw_parts_mut(raw.add(pc_loc_table_size) as *mut u8, over_allocated_code_size),
            })
        }
    }",0,True,False,
https://github.com/solana-labs/rbpf.git,e61e045f8c244de978401d186dcfd50838817297,GitHub,2022-04-29 15:08:56+02:00,False,jit.rs,Rust,"seal & mut self , text_section_usage : usize","    fn seal<E: UserDefinedError>(&mut self, text_section_usage: usize) -> Result<(), EbpfError<E>> {
        if self.page_size > 0 {
            let raw = self.pc_section.as_ptr() as *mut u8;
            let pc_loc_table_size = round_to_page_size(self.pc_section.len() * 8, self.page_size);
            let over_allocated_code_size = round_to_page_size(self.text_section.len(), self.page_size);
            let code_size = round_to_page_size(text_section_usage, self.page_size);
            #[cfg(not(target_os = ""windows""))]
            unsafe {
                if over_allocated_code_size > code_size {
                    libc_error_guard!(munmap, raw.add(pc_loc_table_size).add(code_size) as *mut _, over_allocated_code_size - code_size);
                }
                std::ptr::write_bytes(raw.add(pc_loc_table_size).add(text_section_usage), 0xcc, code_size - text_section_usage); // Fill with debugger traps
                self.text_section = std::slice::from_raw_parts_mut(raw.add(pc_loc_table_size), text_section_usage);
                libc_error_guard!(mprotect, self.pc_section.as_mut_ptr() as *mut _, pc_loc_table_size, libc::PROT_READ);
                libc_error_guard!(mprotect, self.text_section.as_mut_ptr() as *mut _, code_size, libc::PROT_EXEC | libc::PROT_READ);
            }
        }
        Ok(())
    }",0,True,False,
https://github.com/solana-labs/rbpf.git,e61e045f8c244de978401d186dcfd50838817297,GitHub,2022-04-29 15:08:56+02:00,False,jit.rs,Rust,mem_size & self,"    pub fn mem_size(&self) -> usize {
        let pc_loc_table_size = round_to_page_size(self.pc_section.len() * 8, self.page_size);
        let code_size = round_to_page_size(self.text_section.len(), self.page_size);
        pc_loc_table_size + code_size
    }",0,True,False,
https://github.com/solana-labs/rbpf.git,e61e045f8c244de978401d186dcfd50838817297,GitHub,2022-04-29 15:08:56+02:00,False,jit.rs,Rust,drop & mut self,"    fn drop(&mut self) {
        let pc_loc_table_size = round_to_page_size(self.pc_section.len() * 8, self.page_size);
        let code_size = round_to_page_size(self.text_section.len(), self.page_size);
        if pc_loc_table_size + code_size > 0 {
            #[cfg(not(target_os = ""windows""))]
            unsafe {
                libc::munmap(self.pc_section.as_ptr() as *mut _, pc_loc_table_size + code_size);
            }
        }
    }",0,True,False,
https://github.com/solana-labs/rbpf.git,e61e045f8c244de978401d186dcfd50838817297,GitHub,2022-04-29 15:08:56+02:00,False,ubpf_execution.rs,Rust,test_sdiv32_neg_imm,"fn test_sdiv32_neg_imm() {
    test_interpreter_and_jit_asm!(
        ""
        lddw r0, 0x10000000c
        sdiv32 r0, -4
        exit"",
        [],
        (),
        0,
        { |_vm, res: Result| { res.unwrap() as i64 == -3 } },
        3
    );
}",0,False,True,
https://github.com/solana-labs/rbpf.git,e61e045f8c244de978401d186dcfd50838817297,GitHub,2022-04-29 15:08:56+02:00,False,ubpf_execution.rs,Rust,test_sdiv32_neg_reg,"fn test_sdiv32_neg_reg() {
    test_interpreter_and_jit_asm!(
        ""
        lddw r0, 0x10000000c
        mov r1, -4
        sdiv32 r0, r1
        exit"",
        [],
        (),
        0,
        { |_vm, res: Result| { res.unwrap() as i64 == -0x3 } },
        4
    );
}",0,False,True,
https://github.com/solana-labs/rbpf.git,e61e045f8c244de978401d186dcfd50838817297,GitHub,2022-04-29 15:08:56+02:00,False,ubpf_execution.rs,Rust,test_mov,"fn test_mov() {
    test_interpreter_and_jit_asm!(
        ""
        mov32 r1, 1
        mov32 r0, r1
        exit"",
        [],
        (),
        0,
        { |_vm, res: Result| { res.unwrap() == 0x1 } },
        3
    );
}",0,True,False,
https://github.com/solana-labs/rbpf.git,e61e045f8c244de978401d186dcfd50838817297,GitHub,2022-04-29 15:08:56+02:00,False,ubpf_execution.rs,Rust,test_mov32_imm_large,"fn test_mov32_imm_large() {
    test_interpreter_and_jit_asm!(
        ""
        mov32 r0, -1
        exit"",
        [],
        (),
        0,
        { |_vm, res: Result| { res.unwrap() == 0xffffffff } },
        2
    );
}",0,True,False,
https://github.com/solana-labs/rbpf.git,e61e045f8c244de978401d186dcfd50838817297,GitHub,2022-04-29 15:08:56+02:00,False,ubpf_execution.rs,Rust,test_mov_large,"fn test_mov_large() {
    test_interpreter_and_jit_asm!(
        ""
        mov32 r1, -1
        mov32 r0, r1
        exit"",
        [],
        (),
        0,
        { |_vm, res: Result| { res.unwrap() == 0xffffffff } },
        3
    );
}",0,True,False,
https://github.com/solana-labs/rbpf.git,e61e045f8c244de978401d186dcfd50838817297,GitHub,2022-04-29 15:08:56+02:00,False,ubpf_execution.rs,Rust,test_bounce,"fn test_bounce() {
    test_interpreter_and_jit_asm!(
        ""
        mov r0, 1
        mov r6, r0
        mov r7, r6
        mov r8, r7
        mov r9, r8
        mov r0, r9
        exit"",
        [],
        (),
        0,
        { |_vm, res: Result| { res.unwrap() == 0x1 } },
        7
    );
}",0,True,False,
https://github.com/solana-labs/rbpf.git,e61e045f8c244de978401d186dcfd50838817297,GitHub,2022-04-29 15:08:56+02:00,False,ubpf_execution.rs,Rust,test_add32,"fn test_add32() {
    test_interpreter_and_jit_asm!(
        ""
        mov32 r0, 0
        mov32 r1, 2
        add32 r0, 1
        add32 r0, r1
        exit"",
        [],
        (),
        0,
        { |_vm, res: Result| { res.unwrap() == 0x3 } },
        5
    );
}",0,True,False,
https://github.com/solana-labs/rbpf.git,e61e045f8c244de978401d186dcfd50838817297,GitHub,2022-04-29 15:08:56+02:00,False,ubpf_execution.rs,Rust,test_neg32,"fn test_neg32() {
    test_interpreter_and_jit_asm!(
        ""
        mov32 r0, 2
        neg32 r0
        exit"",
        [],
        (),
        0,
        { |_vm, res: Result| { res.unwrap() == 0xfffffffe } },
        3
    );
}",0,True,False,
https://github.com/solana-labs/rbpf.git,e61e045f8c244de978401d186dcfd50838817297,GitHub,2022-04-29 15:08:56+02:00,False,ubpf_execution.rs,Rust,test_neg64,"fn test_neg64() {
    test_interpreter_and_jit_asm!(
        ""
        mov32 r0, 2
        neg r0
        exit"",
        [],
        (),
        0,
        { |_vm, res: Result| { res.unwrap() == 0xfffffffffffffffe } },
        3
    );
}",0,True,False,
https://github.com/solana-labs/rbpf.git,e61e045f8c244de978401d186dcfd50838817297,GitHub,2022-04-29 15:08:56+02:00,False,ubpf_execution.rs,Rust,test_alu32_arithmetic,"fn test_alu32_arithmetic() {
    test_interpreter_and_jit_asm!(
        ""
        mov32 r0, 0
        mov32 r1, 1
        mov32 r2, 2
        mov32 r3, 3
        mov32 r4, 4
        mov32 r5, 5
        mov32 r6, 6
        mov32 r7, 7
        mov32 r8, 8
        mov32 r9, 9
        add32 r0, 23
        add32 r0, r7
        sub32 r0, 13
        sub32 r0, r1
        mul32 r0, 7
        mul32 r0, r3
        div32 r0, 2
        div32 r0, r4
        exit"",
        [],
        (),
        0,
        { |_vm, res: Result| { res.unwrap() == 0x2a } },
        19
    );
}",0,True,False,
https://github.com/solana-labs/rbpf.git,e61e045f8c244de978401d186dcfd50838817297,GitHub,2022-04-29 15:08:56+02:00,False,ubpf_execution.rs,Rust,test_alu64_arithmetic,"fn test_alu64_arithmetic() {
    test_interpreter_and_jit_asm!(
        ""
        mov r0, 0
        mov r1, 1
        mov r2, 2
        mov r3, 3
        mov r4, 4
        mov r5, 5
        mov r6, 6
        mov r7, 7
        mov r8, 8
        mov r9, 9
        add r0, 23
        add r0, r7
        sub r0, 13
        sub r0, r1
        mul r0, 7
        mul r0, r3
        div r0, 2
        div r0, r4
        exit"",
        [],
        (),
        0,
        { |_vm, res: Result| { res.unwrap() == 0x2a } },
        19
    );
}",0,True,False,
